Email No.,the,to,ect,and,for,of,a,you,hou,in,on,is,this
Email 1339,0,2,2,0,0,0,11,1,0,3,2,3,0
Email 1340,4,2,1,3,0,1,13,3,1,6,5,3,0
Email 1341,5,6,4,2,1,2,39,0,1,11,9,1,1
Email 1342,9,5,2,4,0,0,33,1,0,6,6,4,1
Email 1343,13,3,2,6,1,2,55,2,2,23,4,5,0
Email 1344,1,0,1,1,5,0,16,3,0,1,2,1,0
Email 1345,0,1,2,0,1,0,5,0,0,1,3,0,0
Email 1346,4,7,2,3,5,3,48,5,0,10,13,3,0
Email 1347,16,17,8,8,15,8,160,12,2,37,43,18,7
Email 1348,0,0,1,0,1,0,5,0,0,0,2,0,0
Email 1349,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1350,2,2,1,0,0,0,10,1,0,2,2,3,0
Email 1351,0,1,1,0,0,0,4,0,1,2,3,0,0
Email 1352,0,4,3,4,1,1,26,1,0,8,8,1,0
Email 1353,9,10,19,4,3,5,93,1,11,20,18,4,2
Email 1354,16,7,5,11,1,2,68,1,2,16,8,2,0
Email 1355,11,18,5,9,9,1,124,2,1,22,25,16,2
Email 1356,0,3,1,3,3,1,38,1,0,10,6,2,0
Email 1357,9,6,16,0,4,2,56,3,6,4,9,11,3
Email 1358,11,6,17,1,1,3,66,2,10,21,16,1,0
Email 1359,3,3,3,0,1,1,24,0,0,3,4,5,1
Email 1360,1,1,1,0,1,0,3,0,0,0,2,2,0
Email 1361,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1362,0,0,1,0,1,0,4,0,0,0,2,0,0
Email 1363,9,9,2,0,0,0,39,1,1,9,5,5,3
Email 1364,23,9,15,11,1,4,117,2,6,25,18,6,2
Email 1365,2,1,5,0,2,0,29,1,0,7,9,5,1
Email 1366,5,3,5,2,4,0,11,0,1,2,9,3,0
Email 1367,6,5,2,7,1,1,54,1,2,16,8,6,0
Email 1368,3,1,4,1,3,2,18,1,0,3,6,3,0
Email 1369,1,4,1,0,1,0,17,1,0,6,4,0,0
Email 1370,2,1,2,0,1,0,21,0,0,2,6,0,0
Email 1371,4,5,1,5,4,8,36,12,1,17,3,2,1
Email 1372,0,1,1,2,2,0,35,4,0,4,2,2,0
Email 1373,1,2,5,0,1,0,17,0,0,0,6,3,0
Email 1374,6,3,6,3,3,0,38,1,0,6,9,5,1
Email 1375,4,6,10,2,3,0,51,0,0,4,12,6,0
Email 1376,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1377,0,0,1,0,1,0,4,0,0,0,3,0,0
Email 1378,5,2,1,1,3,2,33,1,1,3,2,3,0
Email 1379,9,8,1,5,3,1,60,13,1,10,8,11,4
Email 1380,0,2,1,1,0,0,8,0,0,1,1,0,0
Email 1381,1,0,1,0,0,1,8,0,0,5,0,4,0
Email 1382,1,2,4,5,1,1,76,0,1,13,6,5,0
Email 1383,3,3,1,0,0,1,16,0,0,3,0,5,0
Email 1384,2,6,1,6,9,2,85,10,0,9,8,3,1
Email 1385,3,4,1,0,0,1,15,1,0,7,1,4,0
Email 1386,3,6,4,6,0,2,57,2,0,23,10,5,0
Email 1387,2,3,3,3,0,3,46,1,0,13,5,4,0
Email 1388,5,21,4,4,2,7,189,1,1,33,29,11,0
Email 1389,0,1,1,0,0,0,4,0,0,1,2,1,1
Email 1390,1,0,1,0,0,2,6,0,0,0,0,1,0
Email 1391,0,1,1,1,1,6,13,1,0,2,2,0,0
Email 1392,2,1,8,0,2,0,14,0,3,0,3,3,1
Email 1393,1,4,1,0,1,0,17,1,0,6,4,0,0
Email 1394,1,1,1,0,0,5,23,0,0,1,8,5,0
Email 1395,1,3,2,5,3,1,45,3,0,4,16,1,0
Email 1396,4,5,5,3,4,1,33,2,1,10,7,3,0
Email 1397,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1398,0,0,1,0,1,0,7,0,0,0,5,0,0
Email 1399,13,6,45,6,1,2,91,0,23,14,22,10,1
Email 1400,0,4,1,0,0,1,10,1,0,3,0,3,2
Email 1401,8,5,5,2,0,0,33,4,1,6,5,3,1
Email 1402,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 1403,0,1,2,0,1,0,11,0,0,1,3,2,0
Email 1404,3,1,1,0,0,1,11,1,0,2,1,0,0
Email 1405,61,53,20,27,26,43,450,7,4,108,65,46,15
Email 1406,0,1,2,0,1,0,12,0,0,0,6,0,0
Email 1407,0,1,2,0,1,0,14,0,0,2,6,0,0
Email 1408,1,2,5,0,1,0,8,0,0,0,6,3,0
Email 1409,4,8,1,1,2,3,60,5,2,8,7,4,0
Email 1410,1,4,3,0,1,1,13,1,0,6,5,0,0
Email 1411,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1412,0,0,1,0,1,0,3,0,0,0,2,0,0
Email 1413,1,0,1,2,0,0,61,0,0,10,11,7,0
Email 1414,57,36,2,22,5,10,209,36,5,49,47,30,16
Email 1415,17,21,33,6,5,6,144,9,19,26,30,10,4
Email 1416,2,9,4,1,1,2,112,2,0,13,16,10,0
Email 1417,6,8,2,2,4,5,51,10,1,4,5,7,4
Email 1418,0,0,1,0,1,0,12,1,0,4,0,2,1
Email 1419,0,6,3,0,3,0,41,1,1,5,9,2,1
Email 1420,7,3,1,5,1,12,58,12,0,5,4,7,0
Email 1421,1,3,1,0,1,1,28,4,0,4,3,1,0
Email 1422,2,2,1,1,0,0,23,2,1,1,2,2,1
Email 1423,0,1,1,1,2,6,13,1,0,2,2,0,0
Email 1424,4,3,5,1,1,0,40,2,3,2,3,2,1
Email 1425,7,4,2,0,4,0,40,1,0,7,11,6,2
Email 1426,0,1,2,0,1,0,7,0,0,1,5,0,0
Email 1427,2,3,7,0,1,0,20,0,0,3,9,4,0
Email 1428,0,0,1,0,2,0,18,4,0,1,2,1,0
Email 1429,0,1,2,0,1,0,16,0,0,0,6,0,0
Email 1430,2,8,1,0,0,2,34,5,0,8,3,10,5
Email 1431,2,18,1,4,2,6,53,6,1,14,7,1,0
Email 1432,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1433,7,17,3,6,4,3,330,1,2,36,47,23,0
Email 1434,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1435,2,4,4,1,3,4,56,3,3,11,10,3,1
Email 1436,21,20,8,18,9,6,151,3,7,29,34,9,1
Email 1437,0,7,1,4,0,11,39,3,0,19,7,5,1
Email 1438,11,5,61,5,2,1,89,1,29,20,30,10,0
Email 1439,0,1,2,0,3,0,15,0,0,1,7,0,0
Email 1440,4,5,7,1,0,0,41,3,3,1,2,2,1
Email 1441,16,14,1,0,5,7,67,12,0,16,12,8,1
Email 1442,1,6,1,0,1,0,91,5,0,3,4,2,0
Email 1443,0,0,1,0,0,0,8,0,0,3,2,0,0
Email 1444,6,3,2,4,0,2,28,1,0,3,2,7,3
Email 1445,9,11,17,5,0,3,70,1,9,15,12,12,5
Email 1446,17,21,33,7,0,6,127,1,17,27,27,17,6
Email 1447,16,16,32,8,2,5,104,2,17,15,15,17,7
Email 1448,20,21,31,8,8,2,170,6,13,30,22,11,2
Email 1449,10,7,3,2,5,5,35,3,0,6,16,4,1
Email 1450,0,1,1,1,0,2,7,1,0,1,2,2,0
Email 1451,1,3,4,2,4,0,40,1,2,6,7,4,2
Email 1452,10,11,1,8,2,3,77,8,0,8,9,7,1
Email 1453,0,1,1,0,0,0,2,0,0,1,0,0,0
Email 1454,1,2,1,0,3,1,85,4,0,6,7,3,1
Email 1455,0,1,2,0,3,0,20,0,0,2,6,0,0
Email 1456,3,2,2,2,3,4,40,1,0,1,13,1,0
Email 1457,13,8,4,3,4,3,57,1,1,11,12,4,1
Email 1458,5,9,1,3,1,3,68,4,2,18,7,7,2
Email 1459,12,18,8,11,11,7,159,14,2,35,45,23,7
Email 1460,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 1461,0,0,1,0,2,0,4,0,0,0,2,2,0
Email 1462,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1463,0,0,1,0,1,0,4,0,0,0,2,0,0
Email 1464,3,2,7,0,3,1,27,1,3,2,7,6,2
Email 1465,5,2,1,2,2,0,16,1,0,2,2,5,0
Email 1466,4,1,1,2,1,1,12,6,1,7,3,1,1
Email 1467,0,1,1,1,2,0,27,4,0,2,1,1,0
Email 1468,7,15,19,3,3,0,55,4,11,11,8,6,3
Email 1469,2,11,1,1,2,2,47,6,0,5,11,5,1
Email 1470,9,20,27,5,3,1,79,4,15,19,8,11,3
Email 1471,3,7,1,2,5,3,56,3,3,15,8,3,0
Email 1472,23,8,15,0,7,1,100,2,6,22,17,6,3
Email 1473,2,13,5,1,0,2,158,0,0,23,38,16,1
Email 1474,17,15,5,6,4,4,86,19,0,13,11,14,2
Email 1475,2,1,1,0,1,0,5,1,0,1,0,3,0
Email 1476,4,0,1,3,2,0,31,1,1,5,7,2,0
Email 1477,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1478,0,0,1,0,1,0,4,0,0,0,3,0,0
Email 1479,3,5,1,2,0,0,21,0,1,3,6,2,2
Email 1480,8,5,1,3,5,3,44,0,0,11,6,4,0
Email 1481,18,15,19,6,3,2,110,8,8,14,18,22,8
Email 1482,4,0,1,0,5,0,20,0,0,6,2,0,0
Email 1483,10,6,5,3,6,5,69,6,1,6,18,2,1
Email 1484,0,1,4,0,3,0,20,0,1,0,5,0,0
Email 1485,0,5,5,0,1,1,33,0,1,5,12,0,0
Email 1486,0,3,3,0,0,1,11,0,0,4,3,0,0
Email 1487,4,1,1,1,4,1,28,2,1,4,2,1,0
Email 1488,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1489,5,5,1,1,1,2,91,3,0,7,7,3,1
Email 1490,0,0,1,0,1,0,5,0,0,0,5,0,0
Email 1491,11,2,19,2,8,2,73,0,9,20,32,2,1
Email 1492,6,5,1,1,1,1,32,3,3,6,7,2,1
Email 1493,12,6,3,4,5,3,45,9,0,8,8,3,3
Email 1494,0,0,1,1,0,0,13,0,0,7,6,0,0
Email 1495,7,8,1,1,1,2,30,7,0,15,5,1,1
Email 1496,2,5,1,0,3,1,32,4,0,11,7,8,5
Email 1497,2,1,1,0,1,1,12,0,0,5,0,1,0
Email 1498,38,30,75,10,10,15,226,7,40,39,54,22,9
Email 1499,10,16,7,9,10,5,122,8,2,26,34,13,6
Email 1500,8,11,6,4,4,30,115,12,0,16,20,12,0
Email 1501,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1502,0,0,1,0,1,0,5,0,1,0,4,1,0
Email 1503,1,0,1,1,0,1,20,0,0,4,2,3,0
Email 1504,5,5,2,2,3,0,21,2,1,1,10,0,0
Email 1505,8,1,3,0,0,2,12,1,1,6,2,2,0
Email 1506,0,0,1,0,1,0,5,0,0,0,3,0,0
Email 1507,2,2,1,1,2,0,6,2,1,1,2,0,0
Email 1508,2,16,3,6,2,0,266,0,3,33,41,26,0
Email 1509,22,8,72,4,12,5,143,2,30,37,54,13,1
Email 1510,7,2,7,0,5,1,31,0,3,10,11,3,0
Email 1511,2,3,1,2,2,0,39,6,1,7,1,0,0
Email 1512,8,3,12,4,2,1,47,0,7,9,10,6,2
Email 1513,2,6,2,1,4,3,68,2,2,9,10,4,0
Email 1514,0,0,1,1,1,0,8,0,0,1,1,0,0
Email 1515,0,3,10,4,2,0,46,1,3,7,15,0,0
Email 1516,8,3,7,1,1,0,52,0,3,4,7,1,0
Email 1517,0,1,2,2,3,0,11,0,0,0,6,2,0
Email 1518,0,3,1,0,0,0,14,0,0,1,2,4,1
Email 1519,24,17,35,4,10,8,103,2,16,40,25,7,2
Email 1520,2,1,4,0,3,2,26,1,1,3,7,3,2
Email 1521,2,1,4,0,2,2,37,1,1,2,6,5,0
Email 1522,2,2,3,0,2,2,13,0,1,0,4,1,0
Email 1523,6,9,3,6,5,8,54,16,0,14,17,13,3
Email 1524,1,2,9,6,3,0,76,0,5,4,10,1,0
Email 1525,4,1,1,1,0,1,48,2,2,2,7,2,1
Email 1526,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1527,0,0,1,0,1,0,5,0,0,0,3,0,0
Email 1528,3,4,12,0,5,0,33,1,5,4,9,3,0
Email 1529,3,3,8,0,4,0,23,1,3,3,6,3,0
Email 1530,14,6,8,7,1,5,79,1,3,24,20,3,2
Email 1531,7,3,3,4,1,1,41,1,1,14,11,3,2
Email 1532,3,3,4,0,2,1,38,1,1,5,10,1,0
Email 1533,13,17,4,12,8,22,175,26,4,42,33,12,6
Email 1534,19,12,22,7,4,7,133,3,9,32,34,5,2
Email 1535,1,5,1,0,2,1,83,4,0,2,6,0,0
Email 1536,0,3,1,0,1,2,16,0,0,3,4,1,0
Email 1537,9,2,3,1,7,3,24,3,0,4,5,10,1
Email 1538,0,1,2,0,3,0,13,0,0,2,8,0,0
Email 1539,7,11,19,3,5,3,92,4,5,9,30,6,5
Email 1540,1,1,1,1,0,1,7,1,0,1,3,1,0
Email 1541,7,9,14,3,4,3,79,3,4,8,26,6,5
Email 1542,3,5,1,0,0,6,37,1,0,4,11,2,1
Email 1543,1,0,1,1,0,2,7,0,0,1,5,0,0
Email 1544,2,4,2,0,2,2,77,3,0,11,6,6,2
Email 1545,3,2,1,0,2,3,19,5,0,2,6,5,2
Email 1546,3,1,2,1,1,2,33,4,0,5,6,3,1
Email 1547,2,2,1,1,0,0,37,0,0,7,5,4,3
Email 1548,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1549,0,5,1,3,3,0,105,0,0,16,17,8,0
Email 1550,0,0,1,0,1,0,6,0,0,0,2,0,0
Email 1551,2,0,1,0,0,0,10,0,0,1,3,2,0
Email 1552,1,2,5,0,2,0,16,1,2,1,2,3,0
Email 1553,0,5,5,0,1,0,12,2,2,1,2,4,0
Email 1554,0,4,1,0,0,0,6,2,0,0,0,3,0
Email 1555,1,2,1,0,1,0,6,1,0,0,0,2,0
Email 1556,1,1,1,0,1,0,8,1,0,0,0,2,0
Email 1557,0,0,1,0,0,0,2,0,0,1,0,0,0
Email 1558,1,1,1,0,1,0,6,0,0,0,0,2,0
Email 1559,14,30,15,14,21,11,260,12,7,49,52,17,7
Email 1560,25,46,9,16,7,19,205,22,1,40,82,12,2
Email 1561,18,11,18,7,4,6,114,3,8,29,31,5,2
Email 1562,7,4,1,4,5,0,39,7,0,5,7,3,1
Email 1563,3,0,1,0,2,0,17,1,0,4,4,0,0
Email 1564,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1565,0,0,1,0,1,0,5,0,0,0,2,0,0
Email 1566,7,5,6,4,3,2,56,1,5,9,15,10,5
Email 1567,1,1,1,0,1,0,5,0,0,0,0,2,0
Email 1568,2,4,7,0,1,0,25,0,2,1,1,4,0
Email 1569,7,10,2,2,4,5,54,11,1,6,8,9,5
Email 1570,0,1,2,0,1,0,13,0,0,2,8,0,0
Email 1571,0,0,1,0,2,0,11,0,0,2,0,1,0
Email 1572,0,0,1,0,1,0,9,0,0,0,4,0,0
Email 1573,3,0,1,1,3,0,22,0,0,4,5,2,1
Email 1574,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1575,2,0,1,1,3,0,32,4,0,8,6,3,1
Email 1576,0,0,1,0,1,0,6,0,0,0,4,0,0
Email 1577,1,2,6,0,4,0,33,2,1,4,10,4,1
Email 1578,1,3,7,0,1,0,31,1,1,5,11,2,0
Email 1579,0,7,1,0,1,0,12,0,0,4,1,2,1
Email 1580,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1581,1,7,4,2,1,0,102,1,0,8,16,11,0
Email 1582,0,0,1,0,1,0,3,0,0,0,3,1,0
Email 1583,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1584,0,0,1,0,1,0,5,0,0,0,2,0,0
Email 1585,7,6,17,0,3,0,49,3,8,9,10,3,2
Email 1586,1,7,1,0,1,0,17,0,0,1,2,0,0
Email 1587,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1588,12,2,2,4,2,3,63,0,0,14,12,8,2
Email 1589,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1590,61,58,115,21,28,12,456,6,53,61,103,61,10
Email 1591,7,1,1,1,0,6,25,0,0,6,2,0,0
Email 1592,4,3,6,0,1,0,41,1,2,4,11,0,0
Email 1593,3,2,1,0,0,7,42,0,0,18,18,2,0
Email 1594,0,5,1,0,0,0,16,0,0,3,2,0,0
Email 1595,3,3,2,2,0,1,15,1,0,5,2,3,1
Email 1596,0,2,1,0,0,0,26,1,1,12,2,3,0
Email 1597,0,0,1,0,1,0,2,0,0,0,1,1,0
Email 1598,0,0,1,0,1,0,6,0,0,0,4,0,0
Email 1599,5,2,2,0,0,1,13,0,0,0,0,1,0
Email 1600,11,13,39,4,12,7,113,3,17,22,33,14,1
Email 1601,29,32,48,5,16,13,195,12,24,52,46,28,12
Email 1602,6,5,1,2,2,3,41,5,0,15,10,2,0
Email 1603,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1604,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1605,10,3,16,5,1,2,61,0,9,13,11,4,0
Email 1606,73,68,157,23,35,13,629,10,74,65,132,83,11
Email 1607,0,2,1,0,1,0,3,0,0,2,8,0,0
Email 1608,6,4,16,3,3,0,31,0,8,10,4,2,0
Email 1609,5,1,2,1,2,0,12,0,2,8,1,2,0
Email 1610,7,1,12,0,6,2,39,1,5,5,5,3,0
Email 1611,3,0,2,0,5,1,21,1,0,2,1,2,0
Email 1612,37,26,5,30,24,21,252,0,2,77,51,27,5
Email 1613,11,6,24,3,2,1,96,2,11,7,27,4,0
Email 1614,1,0,1,0,3,0,11,0,0,0,0,2,1
Email 1615,3,1,1,3,3,0,38,6,0,7,4,2,0
Email 1616,6,1,1,2,1,1,26,1,0,5,2,3,1
Email 1617,3,2,1,0,3,1,17,2,0,5,4,0,0
Email 1618,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1619,0,2,1,0,1,2,16,8,0,2,6,4,2
Email 1620,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1621,11,4,36,5,2,2,87,0,19,16,17,7,0
Email 1622,2,4,1,1,4,0,27,0,1,7,3,6,4
Email 1623,5,3,1,0,1,0,19,3,0,1,4,2,1
Email 1624,2,0,1,0,0,0,20,1,0,2,3,2,2
Email 1625,4,3,7,1,5,0,27,2,2,1,1,4,2
Email 1626,0,1,1,1,1,0,22,0,0,3,2,1,0
Email 1627,1,4,6,0,3,0,33,2,1,6,12,2,0
Email 1628,1,3,1,0,2,1,57,3,0,9,8,6,0
Email 1629,7,10,4,8,2,5,75,12,0,15,9,5,3
Email 1630,14,16,3,9,18,4,90,8,0,18,21,10,6
Email 1631,0,0,1,0,1,0,4,0,0,0,1,2,0
Email 1632,2,7,8,5,1,3,90,1,0,20,15,9,0
Email 1633,0,1,1,2,1,5,10,0,0,3,2,1,0
Email 1634,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1635,5,5,1,4,2,2,43,1,0,13,9,2,0
Email 1636,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1637,33,28,9,30,10,17,252,0,0,78,52,7,1
Email 1638,2,1,2,0,3,0,9,0,0,0,6,0,0
Email 1639,1,0,1,0,0,0,9,0,0,1,0,0,0
Email 1640,0,0,1,0,5,0,40,4,0,12,10,3,1
Email 1641,3,0,1,0,0,5,4,0,0,2,2,0,0
Email 1642,1,3,1,2,0,0,26,3,0,2,6,3,0
Email 1643,2,3,1,0,0,1,11,3,0,1,5,1,0
Email 1644,21,23,1,5,3,0,95,4,0,17,20,7,1
Email 1645,0,0,1,0,1,0,4,0,0,0,3,0,0
Email 1646,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1647,7,2,1,1,4,1,27,0,0,7,5,7,2
Email 1648,54,16,15,5,21,11,205,20,2,47,57,23,7
Email 1649,15,9,4,19,16,17,191,12,1,34,63,8,2
Email 1650,1,1,24,0,4,0,41,0,11,4,2,3,0
Email 1651,0,9,9,1,7,0,47,2,4,3,7,11,3
Email 1652,0,5,8,1,5,0,45,1,3,2,7,8,1
Email 1653,0,4,1,1,4,0,26,1,0,2,5,6,1
Email 1654,12,18,8,11,12,5,146,9,2,29,32,14,6
Email 1655,5,0,1,2,2,1,18,0,0,6,3,3,1
Email 1656,9,10,4,7,3,1,236,2,0,32,32,17,0
Email 1657,4,2,6,1,1,2,33,1,2,4,5,2,1
Email 1658,5,0,1,0,1,2,9,1,0,2,2,3,0
Email 1659,7,8,10,2,1,1,42,1,9,2,13,6,0
Email 1660,9,9,1,2,0,6,50,2,0,7,7,1,0
Email 1661,38,28,2,27,17,21,195,15,1,49,33,29,14
Email 1662,1,5,1,0,0,3,33,1,0,4,2,1,1
Email 1663,2,4,2,3,1,1,104,0,0,18,14,11,0
Email 1664,25,17,3,9,4,6,122,0,1,22,14,9,2
Email 1665,0,4,5,0,3,0,30,1,0,0,18,4,0
Email 1666,5,2,1,3,2,1,36,1,0,8,4,1,0
Email 1667,0,0,1,0,1,0,8,0,0,0,7,0,0
Email 1668,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1669,2,2,1,2,1,0,16,0,0,4,2,3,0
Email 1670,1,2,1,0,0,2,4,1,0,2,2,2,0
Email 1671,1,1,1,1,0,1,7,1,0,2,3,2,0
Email 1672,19,18,1,12,11,15,131,12,2,36,28,14,5
Email 1673,25,17,3,9,4,6,122,0,1,22,14,9,2
Email 1674,17,22,3,8,8,3,134,13,3,44,19,14,8
Email 1675,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 1676,6,3,1,3,2,1,26,2,0,11,4,1,0
Email 1677,3,4,3,0,5,0,37,1,0,0,19,3,0
Email 1678,0,1,1,1,1,0,15,3,0,1,2,2,0
Email 1679,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 1680,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1681,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1682,4,11,4,2,2,0,81,6,1,5,13,11,6
Email 1683,0,0,1,0,1,0,2,0,0,0,1,1,0
Email 1684,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1685,7,2,2,0,1,3,25,3,1,4,9,4,1
Email 1686,5,4,3,2,2,0,34,0,0,7,11,8,1
Email 1687,5,6,1,7,0,1,29,0,0,5,10,3,1
Email 1688,13,18,5,9,4,5,106,2,0,46,26,8,1
Email 1689,24,34,319,20,8,11,429,4,155,74,212,32,2
Email 1690,6,13,3,3,2,5,78,1,1,19,10,5,0
Email 1691,90,53,8,19,18,31,369,33,5,90,78,30,10
Email 1692,2,4,1,1,4,7,34,1,0,10,6,4,2
Email 1693,24,15,6,1,4,1,92,4,2,11,21,9,2
Email 1694,0,2,1,2,1,5,10,0,0,4,2,2,0
Email 1695,0,0,1,0,1,0,4,0,0,0,1,0,0
Email 1696,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1697,24,15,6,1,4,1,92,4,2,11,21,9,2
Email 1698,3,6,37,1,4,1,73,1,17,8,23,2,0
Email 1699,3,1,1,0,3,1,18,2,0,7,5,0,0
Email 1700,3,1,1,0,3,1,15,2,0,7,5,0,0
Email 1701,1,1,1,0,1,0,8,6,0,1,0,1,0
Email 1702,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1703,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1704,8,1,1,2,2,1,37,0,0,8,9,4,1
Email 1705,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 1706,10,13,5,8,2,2,107,10,1,14,16,16,5
Email 1707,3,2,1,0,0,1,23,0,0,4,2,1,0
Email 1708,36,19,6,20,9,15,221,10,2,53,19,14,2
Email 1709,5,0,1,0,0,1,20,0,0,3,2,1,1
Email 1710,10,34,8,13,3,7,559,1,2,82,90,49,0
Email 1711,10,15,6,7,2,3,342,1,0,37,39,17,0
Email 1712,1,1,1,2,0,1,31,1,0,2,2,3,2
Email 1713,8,6,3,3,1,0,45,0,0,5,10,1,0
Email 1714,3,0,1,0,0,4,12,1,1,3,4,1,1
Email 1715,1,1,1,3,0,0,8,0,0,3,1,0,0
Email 1716,10,1,1,3,4,0,30,0,0,3,6,0,0
Email 1717,1,2,2,3,1,1,30,0,1,6,5,3,0
Email 1718,8,6,3,3,0,0,41,0,0,5,8,1,0
Email 1719,0,1,3,0,1,2,14,0,0,1,4,0,0
Email 1720,8,11,6,4,4,30,115,12,0,16,20,12,0
Email 1721,4,0,1,4,2,0,35,1,1,5,7,2,0
Email 1722,0,0,1,0,1,0,5,0,0,0,5,0,0
Email 1723,0,1,1,0,0,2,16,0,0,5,1,1,0
Email 1724,1,17,37,4,18,0,121,3,19,8,15,22,7
Email 1725,2,3,4,0,1,1,34,3,2,7,6,0,0
Email 1726,1,2,1,1,2,0,29,1,0,5,4,0,0
Email 1727,6,2,1,2,1,3,43,4,0,8,5,4,0
Email 1728,8,19,4,7,3,2,271,0,1,39,38,20,0
Email 1729,4,2,2,1,5,2,38,1,2,7,6,4,1
Email 1730,10,7,1,4,0,3,32,4,1,12,5,2,1
Email 1731,0,1,2,0,0,1,7,0,0,0,1,0,0
Email 1732,0,1,1,0,1,0,8,0,0,2,0,1,0
Email 1733,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 1734,0,0,1,0,1,0,2,0,0,0,1,1,0
Email 1735,3,4,1,1,3,5,38,4,1,19,6,10,3
Email 1736,8,11,6,4,4,30,115,12,0,16,20,12,0
Email 1737,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1738,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1739,0,0,1,0,0,0,11,0,0,4,1,1,0
Email 1740,13,9,4,19,16,17,131,12,1,25,24,7,2
Email 1741,2,2,2,1,2,0,24,1,0,5,6,2,0
Email 1742,0,1,1,1,0,2,8,1,0,1,2,2,0
Email 1743,3,3,7,0,3,1,38,2,4,2,7,8,3
Email 1744,4,0,1,0,5,0,22,0,0,6,2,0,0
Email 1745,1,2,1,0,0,1,6,1,0,2,3,1,0
Email 1746,1,15,21,4,14,0,89,3,11,8,10,20,7
Email 1747,4,9,37,3,7,2,97,3,18,14,33,8,4
Email 1748,18,16,6,12,10,6,153,8,1,34,35,18,6
Email 1749,0,4,1,0,0,1,7,0,0,4,3,1,1
Email 1750,1,1,1,1,0,1,8,1,0,2,3,1,0
Email 1751,0,0,2,0,0,1,13,1,0,1,2,0,0
Email 1752,1,2,1,0,0,0,41,1,0,6,9,3,0
Email 1753,1,1,1,1,1,3,23,1,1,5,5,3,0
Email 1754,23,23,5,15,11,12,213,27,1,22,32,14,6
Email 1755,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 1756,3,4,1,2,2,2,61,2,2,8,8,3,0
Email 1757,5,12,2,7,4,5,73,3,0,8,7,8,5
Email 1758,3,0,1,2,3,0,39,1,0,11,8,4,0
Email 1759,0,0,1,0,1,0,3,0,0,0,3,0,0
Email 1760,1,1,1,1,3,1,23,0,0,6,5,1,0
Email 1761,0,0,1,0,0,0,1,0,0,0,0,0,0
Email 1762,3,2,1,0,2,0,22,2,1,0,2,0,0
Email 1763,0,0,1,3,4,2,34,2,1,9,1,2,0
Email 1764,3,0,1,2,3,0,32,4,1,3,2,2,0
Email 1765,0,1,2,0,0,0,14,0,1,4,3,1,0
Email 1766,44,21,4,26,15,21,240,15,0,52,35,16,7
Email 1767,5,4,3,0,2,1,39,2,2,2,10,7,3
Email 1768,5,3,4,2,5,3,71,1,2,8,16,1,0
Email 1769,4,1,3,1,2,2,28,1,1,7,6,1,0
Email 1770,5,7,6,3,0,1,71,3,0,16,8,8,0
Email 1771,5,3,1,0,2,1,20,0,1,5,6,0,0
Email 1772,2,2,2,1,0,0,10,1,0,0,2,1,0
Email 1773,6,10,2,4,2,5,46,3,1,11,9,5,0
Email 1774,0,0,1,0,1,0,2,0,0,0,0,0,0
